Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Espigão Alto Do Iguaçu,410754,PR,Sul,BUTANTAN/SINOVAC,2242,1162,1080
Espigão Alto Do Iguaçu,410754,PR,Sul,PFIZER/BIONTECH,942,838,104
Espigão Alto Do Iguaçu,410754,PR,Sul,JANSSEN,84,0,0
Espigão D'Oeste,110009,RO,Norte,FIOCRUZ/ASTRAZENECA,13319,7764,5555
Espigão D'Oeste,110009,RO,Norte,PFIZER/BIONTECH,11284,9192,2089
Espigão D'Oeste,110009,RO,Norte,BUTANTAN/SINOVAC,8546,4525,4021
Espigão D'Oeste,110009,RO,Norte,JANSSEN,585,0,0
Espinosa,312430,MG,Sudeste,FIOCRUZ/ASTRAZENECA,11596,7890,3706
Espinosa,312430,MG,Sudeste,BUTANTAN/SINOVAC,7245,4241,3004
Espinosa,312430,MG,Sudeste,PFIZER/BIONTECH,6152,5209,936
Espinosa,312430,MG,Sudeste,JANSSEN,375,0,0
Espírito Santo,240350,RN,Nordeste,FIOCRUZ/ASTRAZENECA,4064,2264,1800
Espírito Santo,240350,RN,Nordeste,BUTANTAN/SINOVAC,3301,1757,1544
Espírito Santo,240350,RN,Nordeste,PFIZER/BIONTECH,2675,2150,496
Espírito Santo,240350,RN,Nordeste,JANSSEN,138,0,0
Espírito Santo Do Dourado,312440,MG,Sudeste,BUTANTAN/SINOVAC,2991,1931,1060
Espírito Santo Do Dourado,312440,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2629,1548,1081
Espírito Santo Do Dourado,312440,MG,Sudeste,PFIZER/BIONTECH,1597,1298,299
Espírito Santo Do Dourado,312440,MG,Sudeste,JANSSEN,45,0,0
Espírito Santo Do Pinhal,351518,SP,Sudeste,FIOCRUZ/ASTRAZENECA,28023,14706,13317
Espírito Santo Do Pinhal,351518,SP,Sudeste,BUTANTAN/SINOVAC,24118,12177,11846
Espírito Santo Do Pinhal,351518,SP,Sudeste,PFIZER/BIONTECH,12593,8281,4295
Espírito Santo Do Pinhal,351518,SP,Sudeste,JANSSEN,1123,0,0
Espírito Santo Do Turvo,351519,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2980,1567,1413
Espírito Santo Do Turvo,351519,SP,Sudeste,BUTANTAN/SINOVAC,2864,1456,1402
Espírito Santo Do Turvo,351519,SP,Sudeste,PFIZER/BIONTECH,1668,1022,642
Espírito Santo Do Turvo,351519,SP,Sudeste,JANSSEN,114,0,0
Esplanada,291060,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10666,7636,3030
Esplanada,291060,BA,Nordeste,BUTANTAN/SINOVAC,6389,3746,2643
Esplanada,291060,BA,Nordeste,PFIZER/BIONTECH,2228,2155,73
Esplanada,291060,BA,Nordeste,JANSSEN,148,0,0
Espumoso,430750,RS,Sul,FIOCRUZ/ASTRAZENECA,10928,5995,4933
Espumoso,430750,RS,Sul,BUTANTAN/SINOVAC,5408,2870,2538
Espumoso,430750,RS,Sul,PFIZER/BIONTECH,4283,3001,1194
Espumoso,430750,RS,Sul,JANSSEN,461,0,0
Estação,430755,RS,Sul,FIOCRUZ/ASTRAZENECA,3878,1984,1894
Estação,430755,RS,Sul,BUTANTAN/SINOVAC,2360,1225,1135
Estação,430755,RS,Sul,PFIZER/BIONTECH,2081,1307,705
Estação,430755,RS,Sul,JANSSEN,141,0,0
Estância,280210,SE,Nordeste,FIOCRUZ/ASTRAZENECA,28176,18389,9787
Estância,280210,SE,Nordeste,BUTANTAN/SINOVAC,13787,7614,6173
Estância,280210,SE,Nordeste,PFIZER/BIONTECH,11107,9822,1144
Estância,280210,SE,Nordeste,JANSSEN,2507,0,0
Estância Velha,430760,RS,Sul,FIOCRUZ/ASTRAZENECA,28975,15965,13009
Estância Velha,430760,RS,Sul,BUTANTAN/SINOVAC,16748,8814,7934
Estância Velha,430760,RS,Sul,PFIZER/BIONTECH,16003,11562,4354
Estância Velha,430760,RS,Sul,JANSSEN,1334,0,0
Esteio,430770,RS,Sul,FIOCRUZ/ASTRAZENECA,47132,25224,21908
Esteio,430770,RS,Sul,BUTANTAN/SINOVAC,29963,15234,14729
Esteio,430770,RS,Sul,PFIZER/BIONTECH,29013,21990,6773
